WIN_NAME,win_nationalid,win_country_code,winner_id,name,bvdidnumber
avmi group limited,,uk,169400,Avmi Group Limited,GB07997404
avon polymer products limited,,uk,169497,Avon Polymer Products Limited,GB00149360
avondale environmental limited,,uk,169506,Avondale Environmental Limited,GB02463368
avonova helse as,,no,169517,Avonova Helse AS,NO884039312
"avoris retail division , sl",,es,169550,Avoris Retail Division SL.,ESB 7012107.00
avoris retail division s.l,B07012107,es,169551,Avoris Retail Division SL.,ESB 7012107.00
avoris retail division sl,,es,169552,Avoris Retail Division SL.,ESB 7012107.00
"avoris retail division, s.l.",,es,169562,Avoris Retail Division SL.,ESB 7012107.00
"avoris retail division, sl",B07012107,es,169564,Avoris Retail Division SL.,ESB 7012107.00
avp,,fr,169604,"Avp, Inc.",US980142664
avr,,it,169628,AVR,BE0405515626
avr,,it,169628,"Avr, Inc.",US125509290L
avr s.a,,pl,169654,Avr S.A.,PL144407454
avr s.a.,,pl,169656,Avr S.A.,PL144407454
avr s.p.a.,,is,169663,AVR S.P.A.,IT00787010586
avr spa,,,169683,AVR S.P.A.,IT00787010586
avr. s.a.,5252514215,pl,169719,Avr S.A.,PL144407454
avril,,,169728,Avril,FR799403050
avril s.r.l.,,ro,169741,Avril SRL,RO2825969
avs i sverige ab,556273-9358,se,169802,Avs i Sverige AB,SE5562739358
"avto aktiv intermercatus, mednarodna trgovina, d.o.o.",1993372000,si,169881,"AVTO AKTIV INTERMERCATUS, mednarodna trgovina, d.o.o.",SI1993372
"avto koletnik prodaja in servis motornih vozil, obdelava kovin, trgovina, gostinstvo in storitve d.o.o.",1391941000,si,169925,"AVTO KOLETNIK prodaja in servis motornih vozil, obdelava kovin, trgovina, gostinstvo in storitve d.o.o.",SI1391941
avto slak servis in prodaja d.o.o.,2312093000,si,169961,AVTO SLAK servis in prodaja d.o.o.,SI2312093
"avto triglav trgovina z avtomobili in deli, d.o.o., ljubljana",5825482000,si,169968,"AVTO TRIGLAV trgovina z avtomobili in deli, d.o.o., Ljubljana",SI5825482
"avto triglav, trgovina z avtomobili in deli, d.o.o., ljubljana",5825482000,si,169969,"AVTO TRIGLAV trgovina z avtomobili in deli, d.o.o., Ljubljana",SI5825482
"avtotehna vis, zastopanje, trgovina in servis, d.o.o.",5504023000,si,170222,"AVTOTEHNA VIS, zastopanje, trgovina in servis, d.o.o.",SI5504023
avtotehnika trgovsko in proizvodno podjetje celje d.o.o.,5004144000,si,170227,AVTOTEHNIKA Trgovsko in proizvodno podjetje Celje d.o.o.,SI5004144
"avtotehnika, trgovsko in proizvodno podjetje celje d.o.o.",5004144000,si,170228,AVTOTEHNIKA Trgovsko in proizvodno podjetje Celje d.o.o.,SI5004144
aw-rakennus oy,,,170357,AW-Rakennus Oy,FI17216705
awa entsorgung gmbh,,de,170387,AWA Entsorgung GmbH,DE5010133075
awa sweden ab,556082-7023,se,170389,Awa Sweden AB,SE5560827023
awbud sp. z o.o.,,pl,170513,AWBUD Sp. z o.o.,PL273320285
aweta sistemi spa,,it,170562,Aweta Sistemi S.P.A.,IT01075420404
awg fittings gmbh,,de,170575,AWG Fittings GmbH,DE7370173745
awm budownictwo s.a.,,pl,170736,AWM Budownictwo S.A.,PL022425946
awo schleswig-holstein ggmbh,,de,170818,AWO Schleswig-Holstein gGmbH,DE2230151925
awp p&c s.a.,,gr,170862,AWP P&C SA,FR519490080
awp services nl b.v.,33257431,nl,170870,AWP Services NL B.V.,NL33257431
aws,,fr,170888,"AWS Co.,Ltd",JP2120101027333
awt international d.o.o.,,hr,170913,AWT INTERNATIONAL d.o.o.,HR57159149897
awt rekultivace a.s.,,cz,170915,AWT Rekultivace a.s.,CZ47676175
"awt rekultivace, a.s.",47676175,cz,170920,AWT Rekultivace a.s.,CZ47676175
awt rekultivace; a.s.,,cz,170921,AWT Rekultivace a.s.,CZ47676175
ax perpetuum impex s.r.l.,,ro,170957,AX Perpetuum Impex SRL,RO6818298
ax perpetuum impex srl,,ro,170959,AX Perpetuum Impex SRL,RO6818298
axa,,,170978,AXA,FR572093920
axa,,,170978,AXA,ITPG0177275
axa art insurance se,,uk,171040,AXA ART Insurance SE,GBSE000105
axa assicurazioni (spa),,it,171075,AXA Assicurazioni SPA,IT00902170018
axa assicurazioni s.p.a,,it,171079,AXA Assicurazioni SPA,IT00902170018
axa assicurazioni s.p.a.,,it,171081,AXA Assicurazioni SPA,IT00902170018
axa assicurazioni spa,,,171096,AXA Assicurazioni SPA,IT00902170018
axa assurances,,,171129,AXA Assurances Inc.,CAFEI1006230
axa assurances iard mutuelle,,,171143,AXA Assurances IARD Mutuelle,FR775699309
axa company,RO 6661397,ro,171227,AXA,FR572093920
axa company,RO 6661397,ro,171227,AXA,ITPG0177275
axa corporate solutions assurance,Registered in England Branch number BR015649,uk,171238,AXA Corporate Solutions Assurance,FR399227354
axa corporate solutions assurance,Registered in England Branch number BR015649,uk,171238,Axa Corporate Solutions Assurance,AU138904284
axa corporate solutions assurance,Registered in England Branch number BR015649,uk,171238,AXA Corporate Solutions Assurance,GBFC022842
axa entwicklungs- und maschinenbau gmbh,,de,171255,AXA Entwicklungs- und Maschinenbau GmbH,DE4250000964
axa france iard,,,171275,AXA France IARD,FR722057460
axa france iard,,,171275,AXA France Iard,IE908914
axa france vie,,fr,171410,AXA France Vie,FR310499959
axa france vie,,fr,171410,AXA France VIE,IE908915
axa seguros generales sociedad anonima de seguros y reaseguros,,es,171630,AXA Seguros Generales Sociedad Anonima de Seguros Y Reaseguros,ESA 60917978.00
axa seguros generales; sociedad anonima de seguros y reaseguros,,es,171687,AXA Seguros Generales Sociedad Anonima de Seguros Y Reaseguros,ESA 60917978.00
axaliment sas,,,171877,Axaliment,FR792891905
axbenet; s.r.o.,,sk,171922,"AXBENET, s.r.o.",SK34109803
axcan pharma,,,171924,Axcan Pharma INC,CA30533NC
axcan pharma sas,,fr,171927,Axcan Pharma INC,CA30533NC
axcess a/s,,dk,171938,Axcess A/S,DK25463730
axe metal,,,171984,AXE Metal,FR428649545
axe tp,,fr,172001,AXE TP,FR487716375
axeda entreprenad ab,556663-0330,se,172036,Axeda Entreprenad AB,SE5566630330
axelent aktiebolag,556231-5191,se,172142,Axelent Aktiebolag,SE5562315191
axens,,fr,172173,Axens,FR599815073
axeo,,fr,172196,Axeo,FR414874446
axereal elevage,,fr,172216,Axereal Elevage,FR382236214
axeria iard,,fr,172222,Axeria Iard,FR352893200
axess,,fr,172258,Axess Corp,US131398069L
axess ag,,at,172261,Axess AG,AT9130088037
axess as,,no,172262,Axess AS,NO980123537
axflow s.a.,,es,172303,Axflow SA,FR542048798
"axflow, s.a.",,es,172307,Axflow SA,FR542048798
axflow; s.a.,,es,172308,Axflow SA,FR542048798
axflow; sa,,es,172309,Axflow SA,FR542048798
axfood snabbgross ab,,se,172311,Axfood Snabbgross AB,SE5560003575
axi,,be,172315,AXI,BE0407653980
axiane meunerie,,fr,172400,Axiane Meunerie,FR808892749
axians cloud & it-automation gmbh,,de,172433,Axians Cloud & IT-Automation GmbH,DE8270057956
axians czech republic s.r.o.,44846029,cz,172466,Axians Czech Republic s.r.o.,CZ44846029
axians hrvatska d.o.o.,55648908488,hr,172480,AXIANS HRVATSKA d.o.o.,HR55648908488
axians ict ab,556534-6631,se,172481,Axians Ict AB,SE5565346631
axians infoma gmbh,,de,172486,Axians Infoma GmbH,DE8270063095
axians it solutions poland sp. z o.o,,pl,172497,Axians It Solutions Poland Sp. z o.o.,PL010135360
axians it solutions poland sp. z o.o.,,pl,172498,Axians It Solutions Poland Sp. z o.o.,PL010135360
axians italia spa,,it,172503,Axians Italia S.P.A.,IT02341030241
"axianseu - digital solutions, s.a.",500074372,pt,172581,"Axianseu - Digital Solutions, S.A.",PT500074372
"axianseu - digital solutions, sa",,pt,172582,"Axianseu - Digital Solutions, S.A.",PT500074372
axianseu digital solutions s.a.,"500074372,",pt,172585,"Axianseu - Digital Solutions, S.A.",PT500074372
"axianseu digital solutions, s.a.",,pt,172593,"Axianseu - Digital Solutions, S.A.",PT500074372
"axianseu digital solutions, s.a.,",,pt,172596,"Axianseu - Digital Solutions, S.A.",PT500074372
"axianseu digital solutions, sa",PT 500 074 372,pt,172598,"Axianseu - Digital Solutions, S.A.",PT500074372
axianseu ii digital consulting sa,501 774 360,pt,172603,"Axianseu II Digital Consulting, S.A.",PT501774360
"axianseu ii digital consulting, s.a",,pt,172608,"Axianseu II Digital Consulting, S.A.",PT501774360
"axianseu ii digital consulting, s.a.",,pt,172610,"Axianseu II Digital Consulting, S.A.",PT501774360
"axianseu ii digital consulting, s.a.,",,pt,172613,"Axianseu II Digital Consulting, S.A.",PT501774360
"axianseu ii digital consulting, sa",501774360,pt,172616,"Axianseu II Digital Consulting, S.A.",PT501774360
"axianseu – digital solutions, sa",,pt,172623,"Axianseu - Digital Solutions, S.A.",PT500074372
axicorp gmbh,,de,172641,axicorp GmbH,DE6290185028
axicorp pharma gmbh,,de,172678,AxiCorp Pharma GmbH,DE6290215301
axiell group ab,,se,172722,Axiell Group AB,SE5563492189
axima,,,172752,Axima,BE0402980164
axima,,,172752,Axima,FR735580250
axima,,,172752,Axima,FR573780822
axima ab,556665-9487,se,172758,Axima AB,SE5566659487
axima concept,,,172772,Axima Concept,FR854800745
axima refrigeration,,,172897,Axima Refrigeration,BE0419986541
axima refrigeration france,,,172904,Axima Refrigeration France,FR440267177
axima sas,,fr,172930,Axima,BE0402980164
axima sas,,fr,172930,Axima,FR735580250
axima sas,,fr,172930,Axima,FR573780822
aximum,,,172963,Aximum,FR582081782
aximum industrie,,fr,173071,Aximum Industrie,FR383765799
aximum industrie sas,,fr,173075,Aximum Industrie,FR383765799
aximum produits de marquage,,,173092,Aximum Produits de Marquage,FR700501208
aximum produits de marquage sas,,,173098,Aximum Produits de Marquage,FR700501208
aximum produits de securite,,fr,173102,Aximum Produits de Securite,FR731920211
aximum sas,,fr,173167,Aximum,FR582081782
aximum — produits de marquage,70150120800016,fr,173223,Aximum Produits de Marquage,FR700501208
axione,,,173474,Axione,FR449586544
axione limousin,,fr,173481,Axione Limousin,FR484127238
axione sas,,fr,173482,Axione,FR449586544
axios,,be,173502,Axios,FR317097947
axios systems,,uk,173506,"Axios Systems, Inc.",US132530278L
axis,,,173520,"Axis Co.,Ltd.",JP1290801003907
axis,,,173520,Axis,FR378900898
axis,,,173520,Axis Inc.,JP3010001035454
axis,,,173520,"Axis Co.,Ltd.",JP9200001010696
axis,,,173520,"Axis Co.,Ltd.",JP4120001186054
axis,,,173520,"Axis Company, LLC",US285706820L
axis,,,173520,"Axis Co.,Ltd.",JP5120001128856
axis europe plc,,uk,173572,Axis Europe PLC,GB01991637
axis security,29593330,ro,173615,Axis Security,GBML7197980
axitea s.p.a.,,it,173668,Axitea S.P.A.,IT00818630188
axitea spa,,it,173672,Axitea S.P.A.,IT00818630188
axium,,fr,173675,Axium,FR886850221
axoma,,,173775,Axoma,FR349018432
axon public safety uk limited,,uk,173829,Axon Public Safety UK Limited,GB07390059
axone,,,173838,Axone,FR389675935
axone sas,,fr,173850,Axone,FR389675935
axpe consulting s.l.,B84184548,es,173893,Axpe Consulting SL,ESB 84184548.00
axpe consulting sl,,,173894,Axpe Consulting SL,ESB 84184548.00
"axpe consulting, s.l.",,,173898,Axpe Consulting SL,ESB 84184548.00
"axpe consulting, sl",,es,173901,Axpe Consulting SL,ESB 84184548.00
axpe consulting; s.l.,,,173903,Axpe Consulting SL,ESB 84184548.00
axpe consulting; sl,,,173905,Axpe Consulting SL,ESB 84184548.00
"axpo energia portugal, unipessoal, lda.",,pt,173914,"Axpo Energia Portugal, Unipessoal, LDA",PT514286652
axpo finland oy,FI22341084,fi,173918,Axpo Finland Oy,FI22341084
"axpo iberia, s.l.u.",,es,173925,Axpo Iberia SLU,ESB 83160994.00
axpo nordic as,986198113,no,173928,Axpo Nordic AS,NO986198113
axpo solutions ag,,ch,173931,Axpo Solutions AG,CHCHE105779348
axpo sverige aktiebolag,556121-3199,se,173934,Axpo Sverige Aktiebolag,SE5561213199
"axpo — energia portugal, unipessoal, lda.",,pt,173940,"Axpo Energia Portugal, Unipessoal, LDA",PT514286652
axus,,be,173970,Axus,BE0403429730
axus finland oy,,fi,173971,Axus Finland Oy,FI06438505
axway software,,fr,173989,Axway Software,FR433977980
axxell utbildning ab,,,173998,Axxell Utbildning Ab,FI20648867
axxes,,be,174008,Axxes,FR482930385
axxes,,be,174008,Axxes,BE0462721177
axyom,,fr,174043,Axyom,FR560506255
axys consultants,,fr,174048,Axys Consultants,FR343099909
axyz,,fr,174072,"Axyz Co.,Ltd.",JP5340001000258
ayesa advanced technologies s.a,A41132036,es,174141,Ayesa Advanced Technologies SA.,ESA 41132036.00
ayesa advanced technologies s.a.,,es,174142,Ayesa Advanced Technologies SA.,ESA 41132036.00
ayesa advanced technologies sa,,es,174144,Ayesa Advanced Technologies SA.,ESA 41132036.00
"ayesa advanced technologies, s.a",,es,174155,Ayesa Advanced Technologies SA.,ESA 41132036.00
"ayesa advanced technologies, s.a.",,,174156,Ayesa Advanced Technologies SA.,ESA 41132036.00
"ayesa advanced technologies, s.a.,",A41132036,es,174161,Ayesa Advanced Technologies SA.,ESA 41132036.00
"ayesa advanced technologies, sa",,es,174164,Ayesa Advanced Technologies SA.,ESA 41132036.00
ayesa advanced technologies; s.a.,,,174167,Ayesa Advanced Technologies SA.,ESA 41132036.00
ayesa advanced technologies; sa,,,174170,Ayesa Advanced Technologies SA.,ESA 41132036.00
"ayesa ingenieria y arquitectura, s.a.",A41015322,es,174197,Ayesa Ingenieria Y Arquitectura S.A.,ESA 41015322.00
"ayesa ingenieria y arquitectura, sa",,es,174207,Ayesa Ingenieria Y Arquitectura S.A.,ESA 41015322.00
"ayesa, ingenieria y arquitectura, s.a.",A41015322,es,174258,Ayesa Ingenieria Y Arquitectura S.A.,ESA 41015322.00
ayming,,fr,174334,Ayming,FR414119735
ayming sas,,fr,174343,Ayming,FR414119735
aymond - brunel vehicules industriels,,fr,174352,Aymond - Brunel Vehicules Industriels,FR434039855
aymond brunel vehicules industriels,,fr,174359,Aymond - Brunel Vehicules Industriels,FR434039855
ayrshire college,,uk,174388,Ayrshire College,GBCHASC021177
"az elektrostav, a.s.",,cz,174542,"AZ Elektrostav, a.s.",CZ45149909
az klima a.s.,,cz,174574,AZ KLIMA a.s.,CZ24772631
"az klima, a.s.",24772631,cz,174576,AZ KLIMA a.s.,CZ24772631
azahar; jardineria y riegos; s.a.,,es,174696,Azahar Jardineria Y Riegos SA,ESA 12029559.00
azbil telstar technologies s.l.u.,,es,174744,Azbil Telstar Technologies SLU,ESB 63797559.00
"azbil telstar technologies, s.l.u.",,es,174750,Azbil Telstar Technologies SLU,ESB 63797559.00
"azbil telstar technologies, slu",B63797559,es,174752,Azbil Telstar Technologies SLU,ESB 63797559.00
azbil telstar technologies; s.l.u.,,,174753,Azbil Telstar Technologies SLU,ESB 63797559.00
azelis denmark a/s,,dk,174784,Azelis Denmark A/S,DK26991064
azergo,,fr,174827,Azergo,FR499946630
azergo sas,,fr,174832,Azergo,FR499946630
azets insight as,,no,174875,Azets Insight AS,NO983338917
azienda elettrica ticinese,,ch,175027,Azienda elettrica ticinese,CHCHE108954547
azienda provinciale trasporti s.p.a.,,it,175060,Azienda Provinciale Trasporti S.P.A.,IT00505830315
azienda provinciale trasporti spa,,it,175061,Azienda Provinciale Trasporti S.P.A.,IT00505830315
azienda speciale multiservizi,,it,175069,Azienda Speciale Multiservizi,IT07019840011
azienda speciale multiservizi -,,it,175070,Azienda Speciale Multiservizi,IT07019840011
aziende industriali di lugano (ail) sa,,ch,175092,Aziende Industriali di Lugano (AIL) SA,CHCHE105969920
azimut,,fr,175112,Azimut,RU64262967
azimut,,fr,175112,Azimut,IT00903230464
azimut,,fr,175112,Azimut,FR523302206
azimut,,fr,175112,Azimut,RU62678617
azimut,,fr,175112,Azimut,RU39689118N
azimut,,fr,175112,Azimut,RU89443262
azimut,,fr,175112,Azimut,RU42787617N
azimut,,fr,175112,Azimut,RU38124414
azochim s.r.l.,,ro,175188,Azochim SRL,RO9737422
azochim srl,,ro,175190,Azochim SRL,RO9737422
azotal spa,,it,175215,Azotal S.P.A.,IT02241630165
azur valorisation,,fr,175463,Azur Valorisation,FR802579755
azureva,,fr,175515,Azureva,FR322958885
azurial,,,175522,Azurial,FR519881791
azvase s.l,B33228396,es,175549,Azvase SL,ESB 33228396.00
"azvase, s.l.",,,175551,Azvase SL,ESB 33228396.00
azvase; s.l.,,,175555,Azvase SL,ESB 33228396.00
azvi sa,,,175561,Azvi SA,ESA 41017088.00
"azvi, s.a.",A41017088,es,175573,Azvi SA,ESA 41017088.00
azvi; s.a.,,,175581,Azvi SA,ESA 41017088.00
azvi; sa,,,175587,Azvi SA,ESA 41017088.00
azzurra srl,,it,175631,Azzurra S.R.L,IT06226480587
azzurri communications limited,,uk,175633,Azzurri Communications Limited,GB03934288
azzurro ltd,,uk,175635,Azzurro,MA112071-81
b .braun medical,,,176005,B Braun Medical,FR562050856
b .braun medical,,,176005,B. Braun Medical,BE0407089994
b braun avitum italy s.p.a.,,it,176071,B. Braun Avitum Italy S.P.A.,IT02067940367
b braun avitum italy spa,,it,176072,B. Braun Avitum Italy S.P.A.,IT02067940367
b braun avitum uk limited,,uk,176080,B. Braun Avitum UK Limited,GB04153656
b braun medical,,,176085,B Braun Medical,FR562050856
b braun medical,,,176085,B. Braun Medical,BE0407089994
b braun medical a/s,,dk,176101,B Braun Medical AS,NO914113172
b braun medical as,,no,176105,B Braun Medical AS,NO914113172
b braun medical limited,,,176112,B. Braun Medical Limited,GB02296559
b braun medical limited,,,176112,B. Braun Medical Limited,IE077361
b braun medical ltd,,,176117,B Braun Medical,FR562050856
b braun medical ltd,,,176117,B. Braun Medical,BE0407089994
b braun medical ltd.,,,176125,B Braun Medical,FR562050856
b braun medical ltd.,,,176125,B. Braun Medical,BE0407089994
b braun medical oy,0111467-5,fi,176128,B. Braun Medical Oy,FI01114675
b braun medical s.a.,,be,176130,B Braun Medical SA,ESA 8092744.00
b braun medical s.r.o.,,cz,176135,B. Braun Medical s.r.o.,CZ48586285
b braun medical s.r.o.,,cz,176135,B. Braun Medical s.r.o.,SK31350780
b braun medical sa,,be,176138,B Braun Medical SA,ESA 8092744.00
b braun medical sas,,,176140,B Braun Medical,FR562050856
b braun medical sas,,,176140,B. Braun Medical,BE0407089994
"b braun medical, s. a.",,,176155,B Braun Medical S A,CO170001070570
"b braun medical, s.a",,es,176159,B Braun Medical SA,ESA 8092744.00
"b braun medical, s.a.",,es,176161,B Braun Medical SA,ESA 8092744.00
b braun medical; s.a.,,,176170,B Braun Medical SA,ESA 8092744.00
b braun medical; s.r.o.,,sk,176179,B. Braun Medical s.r.o.,CZ48586285
b braun medical; s.r.o.,,sk,176179,B. Braun Medical s.r.o.,SK31350780
b braun medical; sa,,es,176180,B Braun Medical SA,ESA 8092744.00
b braun milano s.p.a.,,it,176188,B. Braun Milano S.P.A.,IT00674840152
b braun milano spa,,,176189,B. Braun Milano S.P.A.,IT00674840152
"b braun surgical , sa",,es,176231,B Braun Surgical SA,ESA 61123782.00
b braun surgical s.a.,,es,176232,B Braun Surgical SA,ESA 61123782.00
"b braun surgical, s.a",A61123782,es,176240,B Braun Surgical SA,ESA 61123782.00
"b braun surgical, s.a.",,es,176241,B Braun Surgical SA,ESA 61123782.00
"b braun surgical, sa,",A61123782,es,176243,B Braun Surgical SA,ESA 61123782.00
b braun surgical; s.a.,,,176244,B Braun Surgical SA,ESA 61123782.00
b braun trading kft.,,hu,176248,B. Braun Trading Kft.,HU25061978
b e,,fr,176279,B & E Ltd,AU087652088
b e s s.r.o.,,cz,176287,B E S s.r.o.,CZ43792553
b&c s.r.l.,,it,176554,B&C S.R.L.,IT01894190287
b&c srl,,it,176555,B&C S.R.L.,IT01894190287
b&h,,de,176599,"BH Co.,Ltd",KR1350110087483
b&h,,de,176599,"B&H Co., LTD",KR1101110212988
b&h,,de,176599,"BH Co.,Ltd.",JP9040001011752
b&l ehf,,is,176633,BL ehf.,IS6302110500
b&m,,fr,176647,"BM Co.,Ltd",KR1748110025539
b&m,,fr,176647,"BM Co.,Ltd",KR1314110381758
b+m informatik ag,,de,176838,b+m Informatik AG,DE2230127612
b+n czech republic facility services s.r.o.,60470291,cz,176839,B+N Czech Republic Facility Services s.r.o.,CZ60470291
b+t brennstoff gmbh,,de,176882,B+T Brennstoff GmbH,DE6110317681
"b, braun medical, s. a.",,es,176885,B Braun Medical S A,CO170001070570
"b, braun medical, sa",,es,176892,B Braun Medical SA,ESA 8092744.00
b-a-d gesundheitsvorsorge und sicherheitstechnik gmbh,,de,176916,BAD Gesundheitsvorsorge und Sicherheitstechnik GmbH,DE5030217616
b-close,,be,176943,B-Close,BE0412550304
b. & b. service societa' cooperativa,,it,177243,B. & B. Service Societa' Cooperativa,IT01494430463
b. braun avitum italy s.p.a.,,it,177318,B. Braun Avitum Italy S.P.A.,IT02067940367
b. braun avitum italy spa,,,177321,B. Braun Avitum Italy S.P.A.,IT02067940367
b. braun medical,,,177383,B Braun Medical,FR562050856
b. braun medical,,,177383,B. Braun Medical,BE0407089994
b. braun medical a/s,,dk,177402,B Braun Medical AS,NO914113172
b. braun medical aktiebolag,556251-5170,se,177409,B. Braun Medical Aktiebolag,SE5562515170
b. braun medical as,,no,177410,B Braun Medical AS,NO914113172
b. braun medical b.v,,nl,177411,B. Braun Medical B.V.,NL16049975
b. braun medical b.v.,,nl,177412,B. Braun Medical B.V.,NL16049975
b. braun medical bv,,nl,177414,B. Braun Medical B.V.,NL16049975
b. braun medical limited,,,177427,B. Braun Medical Limited,GB02296559
b. braun medical limited,,,177427,B. Braun Medical Limited,IE077361
b. braun medical ltd,,,177467,B Braun Medical,FR562050856
b. braun medical ltd,,,177467,B. Braun Medical,BE0407089994
b. braun medical ltd.,,uk,177515,B Braun Medical,FR562050856
b. braun medical ltd.,,uk,177515,B. Braun Medical,BE0407089994
b. braun medical oy,,,177538,B. Braun Medical Oy,FI01114675
b. braun medical s.a,,,177603,B Braun Medical SA,ESA 8092744.00
b. braun medical s.a.,,,177605,B Braun Medical SA,ESA 8092744.00
b. braun medical s.r.o,,cz,177615,B. Braun Medical s.r.o.,CZ48586285
b. braun medical s.r.o,,cz,177615,B. Braun Medical s.r.o.,SK31350780
b. braun medical s.r.o.,,,177616,B. Braun Medical s.r.o.,CZ48586285
b. braun medical s.r.o.,,,177616,B. Braun Medical s.r.o.,SK31350780
b. braun medical s.r.o.;,,sk,177625,B. Braun Medical s.r.o.,CZ48586285
b. braun medical s.r.o.;,,sk,177625,B. Braun Medical s.r.o.,SK31350780
b. braun medical sa,,,177626,B Braun Medical SA,ESA 8092744.00
b. braun medical sas,,,177633,B Braun Medical,FR562050856
b. braun medical sas,,,177633,B. Braun Medical,BE0407089994
b. braun medical sas*,,fr,177635,B Braun Medical,FR562050856
b. braun medical sas*,,fr,177635,B. Braun Medical,BE0407089994
"b. braun medical, s. a.",,,177650,B Braun Medical S A,CO170001070570
"b. braun medical, s.a",,,177665,B Braun Medical SA,ESA 8092744.00
"b. braun medical, s.a.",,,177668,B Braun Medical SA,ESA 8092744.00
"b. braun medical, s.a.	",,es,177673,B Braun Medical SA,ESA 8092744.00
"b. braun medical, s.r.o.",,cz,177677,B. Braun Medical s.r.o.,CZ48586285
"b. braun medical, s.r.o.",,cz,177677,B. Braun Medical s.r.o.,SK31350780
"b. braun medical, sa",,es,177684,B Braun Medical SA,ESA 8092744.00
b. braun medical. s.a.,,,177719,B Braun Medical SA,ESA 8092744.00
b. braun medical; s.a,,,177727,B Braun Medical SA,ESA 8092744.00
b. braun medical; s.a.,,,177729,B Braun Medical SA,ESA 8092744.00
b. braun medical; s.r.o.,,cz,177746,B. Braun Medical s.r.o.,CZ48586285
b. braun medical; s.r.o.,,cz,177746,B. Braun Medical s.r.o.,SK31350780
b. braun medical; sa,,,177749,B Braun Medical SA,ESA 8092744.00
b. braun medical; sa.,,,177752,B Braun Medical SA,ESA 8092744.00
b. braun milano s.p.a,,it,177787,B. Braun Milano S.P.A.,IT00674840152
b. braun milano s.p.a.,,,177789,B. Braun Milano S.P.A.,IT00674840152
b. braun milano s.p.a.\,,it,177796,B. Braun Milano S.P.A.,IT00674840152
b. braun milano spa,,,177797,B. Braun Milano S.P.A.,IT00674840152
b. braun milano spa				,,it,177801,B. Braun Milano S.P.A.,IT00674840152
b. braun surgical s.a.,,,177848,B Braun Surgical SA,ESA 61123782.00
"b. braun surgical s.a.,",A61123782,es,177852,B Braun Surgical SA,ESA 61123782.00
b. braun surgical sa,,,177854,B Braun Surgical SA,ESA 61123782.00
"b. braun surgical, s.a",,es,177879,B Braun Surgical SA,ESA 61123782.00
"b. braun surgical, s.a.",,,177880,B Braun Surgical SA,ESA 61123782.00
"b. braun surgical, s.a.	",,es,177884,B Braun Surgical SA,ESA 61123782.00
"b. braun surgical, sa",,es,177893,B Braun Surgical SA,ESA 61123782.00
"b. braun surgical, sa.",,es,177895,B Braun Surgical SA,ESA 61123782.00
b. braun surgical. s.a,A61123782,es,177896,B Braun Surgical SA,ESA 61123782.00
b. braun surgical. s.a.,,,177897,B Braun Surgical SA,ESA 61123782.00
b. braun surgical; s.a,,,177900,B Braun Surgical SA,ESA 61123782.00
b. braun surgical; s.a.,,,177902,B Braun Surgical SA,ESA 61123782.00
b. braun surgical; sa,,,177952,B Braun Surgical SA,ESA 61123782.00
b. braun trading kft,,hu,177962,B. Braun Trading Kft.,HU25061978
b. braun trading kft.,,hu,177963,B. Braun Trading Kft.,HU25061978
b. schlichter gmbh & co. kg,,de,178155,B. Schlichter GmbH & Co. KG,DE2250004521
b. schlichter gmbh & co.kg,,de,178156,B. Schlichter GmbH & Co. KG,DE2250004521
b.a.d gesundheitsvorsorge und sicherheitstechnik gmbh,,de,178218,BAD Gesundheitsvorsorge und Sicherheitstechnik GmbH,DE5030217616
b.a.d. gesundheitsvorsorge und sicherheitstechnik gmbh,,de,178220,BAD Gesundheitsvorsorge und Sicherheitstechnik GmbH,DE5030217616
b.a.s verkehrstechnik ag,,de,178227,B.A.S. Verkehrstechnik AG,DE3150235202
b.a.s. verkehrstechnik ag,,de,178232,B.A.S. Verkehrstechnik AG,DE3150235202
b.b.a,,,178253,BBA,FR521849703
b.b.a,,,178253,BBA INC,CA203731269L
b.b.a,,,178253,BBA INC,US126923876L
b.b.s. s.r.l.,,it,178275,B.B.S. S.R.L.,IT00935120360
b.b.v.a. renting; s.a.,,es,178279,Bbva Renting SA,ESA 28448694.00
b.braun medical s.r.l.,,ro,178431,B.Braun Medical SRL,RO11080242
b.braun medical srl,,ro,178464,B.Braun Medical SRL,RO11080242
b.braun medical srl.,,ro,178465,B.Braun Medical SRL,RO11080242
"b.braun medical unipessoal, lda",,pt,178466,"B.Braun Medical, Unipessoal, LDA",PT501506543
"b.braun medical, unipessoal lda",,pt,178512,"B.Braun Medical, Unipessoal, LDA",PT501506543
"b.braun medical, unipessoal lda.",,pt,178514,"B.Braun Medical, Unipessoal, LDA",PT501506543
"b.braun medical, unipessoal, lda",501506543,pt,178515,"B.Braun Medical, Unipessoal, LDA",PT501506543
b.c.s. biomedical computering systems s.r.l.,,it,179102,B.C.S. - Biomedical Computering Systems S.R.L.,IT01355000132
b.c.s. biomedical computering systems srl,,,179106,B.C.S. - Biomedical Computering Systems S.R.L.,IT01355000132
b.d.b. consulting s.r.l.,,it,179116,BDB Consulting S.R.L.,IT03832590271
b.e.g. ingenierie,,fr,179138,BEG Ingenierie,FR478342579
b.e.s,,fr,179144,"Be-S Co.,Ltd.",JP6122001008822
b.e.t.c,,fr,179160,Betc,FR428688485
