"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","dataset","first_seen","last_seen","last_change"
"my-ale-38608b7667180022b192ad415dfcc4a620f236fb","LegalEntity","FXUnited Power Sdn Bhd (1146795-M)","","","","","","2016-05-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-38d387747d769e03522c7706645b9456f44c1943","LegalEntity","OCI Management Sdn Bhd (1042036X)","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-38f0e8b5b795a69627936822662d8cc7eed0976d","LegalEntity","Spot Gold Scheme","","","","","","2018-04-24","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3a474bb79ea5942f706581824701521c6bd55a5b","LegalEntity","Mega Dynasty Sdn Bhd (931589-V)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3a4fbe5ffd0eb277d2ae549076bbba712427344b","LegalEntity","NIKPROFIT TRADING","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3b3b7206afe162764ce461a2550c5adcf0e7f546","LegalEntity","Ram Kris Venture (0024165647-K)","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3b51f785c11686d25fa906c0e8d74168944dfcc7","LegalEntity","VanguardFX Asian 2021","","","","","","2021-08-06","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3c6dc8d4405c24d32828075cbe68856772901e38","LegalEntity","Invest KL Malaysia (Not related to InvestKL)","","","","","","2024-04-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-10-02T20:56:06"
"my-ale-3c9ff2fb6bbcc610e7b2b0eaf705129a97bcfa3f","LegalEntity","Toga Company Limited","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3d2737eb7c6c97a63a13cde1be15beae658d6457","LegalEntity","Dana Haji Jasman","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3db407c4cd005c3beb8aca84cd8218fefe1bd1bd","LegalEntity","Binary Indulgence Sdn Bhd (963258-W)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3e599db73447764215640eebee257c6e51de65fc","LegalEntity","SGFM Trading Sdn Bhd (936419-V)","","","","","","2012-09-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3ec79c966f470dcb9a3be49965dfbe7b14cfa413","LegalEntity","Agarwood Venture (002273031-A)","","","","","","2015-05-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3fa0ff053103192a3462f0bda8be412aa4df59a7","LegalEntity","I & A Global Community Network","","","","","","2016-09-15","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3fb5d349b543ae9c11722ab3004f70a7a142c7a2","LegalEntity","Dynamic Wira Marketing Sdn Bhd - Skim Beras 1 Malaysia","","","","","","2013-01-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3fb905f0df66726b080c30d28be90be7ef131198","LegalEntity","Zeta Capital Management","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3fba928b8f3befeaf413aadbb669eae187cd0624","LegalEntity","Pioneer Forest Sdn Bhd (1069104M)","","","","","","2016-05-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-3fe248bf3094235c7d631c3d05e217944419cf4c","LegalEntity","Pars Pay Sdn Bhd (813378-V)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-40037d053ece904b890b4598d4d1787b5c3054fc","LegalEntity","United American Traders Council","","","","","","2013-11-12","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4052e27d433e80d504d4a28f10a0fb5945f27fe4","LegalEntity","Premier Point Market LLC","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-40f97a195f077d46a656cba38d1e5c1eabf42b36","LegalEntity","M&FI Enterprise","","","","","","2019-05-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-42dee59733077944c0ba36e138317ed3f350f32f","LegalEntity","Miracle Day Trading (JR0047390-V)","","","","","","2015-09-01","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-42f1330a9462943bae52124bfc4cd98b581fa394","LegalEntity","FXZN Zenith Limited","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4305c93253a22d6529e96e378313511c30568909","LegalEntity","JJ Online Enterprise (SA0399360K)","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4392c1a0391b5e36d8eecbad89961ccec693c228","LegalEntity","Iconhill Holding Sdn Bhd (810775-P)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-43987cd1f1a249dae870a693a9032a3416d444ab","LegalEntity","EZYFX Berhad (1213734P)","","","","","","2019-01-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-43d615b2e3704f0124744c4a2be70ea65f4adc3f","LegalEntity","Swiss Capital Venture","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-442a988db642b8fb5127c6d1b3e4ba1ede97b2d0","LegalEntity","DBB Star Sdn Bhd (1110055-M)","","","","","","2016-02-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-446966af168fcfb4794cc327cdbc6e4e66d79817","LegalEntity","Proficiency Management and Services (002532706X)","","","","","","2017-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-44aac1fa4b495b49cc5c59282f80da37e3db257b","LegalEntity","Atlantic Global Asset Management (AGAM)","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-44ca6033bc15ee8a6e38db9d73fd36e8eb03ea34","LegalEntity","Epic Palms Bhd","","","","","","2013-03-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4583f88a6d2cfa4379a7e220e0a48623260b532b","LegalEntity","The Gold Guarantee","","","","","","2012-11-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-45bf5f59d2105cc11901788973e38cf9e4a1180b","LegalEntity","Asia Equity Ventures (002576131V)","","","","","","2018-10-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-45d4451d3daf5146e9955c2e208a848bbedb1139","LegalEntity","Syarikat Sri Alam","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-460ff73e4b0b518748537bb085a0234db3dfab78","LegalEntity","Tadawul Investment Scheme only (not related to Saudi Exchange)","","","","","","2021-10-15","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-46200cffef19107355d80600e82577f9825f8f5b","LegalEntity","Hupro International Inc","","","","","","2015-10-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4664570741b4109f285996dd1f525aff410741c1","LegalEntity","PTM4U","","","","","","2017-07-31","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-46b07407ad083ad5213fd00d5c97db22e505a102","LegalEntity","INint Global Solution - (IGS)","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-473be37b2345019a15e7403c944ae34e423362db","LegalEntity","Pok Din Consultant & Services","","","","","","2016-05-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4882257b3de6af563358245b0f85984620c05f63","LegalEntity","Kembara Jutawan Crypto","","","","","","2017-07-31","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-491b9f5e88006264dc0b71745f0ff9a5fe7d9e27","LegalEntity","CTK Network","","","","","","2012-10-16","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4a16136a8a86774602d84dab03b6cc23613853c1","LegalEntity","Classic Worldwide Corporation (M) Sdn Bhd (773082M)","","","","","","2016-05-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4a2b7333c0ad5b250929da2020fb9b19b79f7b11","LegalEntity","Kelab Kebajikan Sosial Malaysia (VVIP88)","","","","","","2014-04-04","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4b0e10fc8ca87e635c928e55266fa24b6ac2e30c","LegalEntity","Superbinvest Group","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4b46d536c3e7593a1693e9f93b3d85c7b6f2edb0","LegalEntity","Carousell Capital (0000140783T)","","","","","","2019-01-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4bb75188bc6263dc086eb44a1da516be1ce81ccf","LegalEntity","Preferred Trust Investment Scheme","","","","","","2022-03-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4c943e0e9630db83408fb688e8b5003a88901458","LegalEntity","Gan Patt Services","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4de606696280d511d09b12850c271e7375fff8a4","LegalEntity","RGCX Trading Corp","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4df95619bc47c00d713b0c5d7020b8a282a90721","LegalEntity","Nahana Global Resources (00211411-M)","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4e5a60899b574e41335ccb0da547fd0b7fc2ff51","LegalEntity","DNA Profile Sdn Bhd (245435-W)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4f169c207885cb404751988e5ba37da52daebc45","LegalEntity","FXZN Zenith Management Limited","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-4f40bea1c4fef0880c1e4aa1a60e4e39534ff0c3","LegalEntity","Tenaga Setia Services (107239-P)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-500237826fda7c8436d98be065ceec40f5e54bb5","LegalEntity","Titan Group Sdn. Bhd (823732-U)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-500396ae8f7906a9190281c26f181a2027d7cb68","LegalEntity","JJ Global Network","","","","","","2017-02-24","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5121eaf211d6f9bf15c1f6cb0ba045c428e50c9b","LegalEntity","Speedline","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-51afd57368b5e3793adfc92d8dd3f3671832cdb4","LegalEntity","Gemilang Jalur Pintar Enterprise","","","","","","2017-09-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-51c3b52bf2d04af166ae4e156bd09e1a9dbb3b75","LegalEntity","Profit Web Sdn Bhd","","","","","","2014-02-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-528f343ca7ca65d8ba7708a38e52c22fbce5639e","LegalEntity","East Cape Mining Corp","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-52a7c3642bedc2918c865654a889f110da3a2263","LegalEntity","Axis Capital Corporation Ltd","","","","","","2014-02-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-52a7f376ea2607f83017a40fcfcac30ff23cfb44","LegalEntity","NGR Global Sdn Bhd (UT0004411-H)","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-52bce218c18ca2fd19f78a843bdcee4c16777f9e","LegalEntity","Flexsy Enterprise & Barrilorne Corp","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-534c8cfd13b0966c47791e8f18c6435532b78a1b","LegalEntity","Darul Emas Perak Bhd","","","","","","2014-02-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-53cf959c7146923e9d0948c0554e45adfbdbfba3","LegalEntity","Grow Asia Capital Ventures (0000151635T)","","","","","","2019-01-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-53ec67d9e8f5b566965dd8de3b1a525b94e43cbe","LegalEntity","SimplyFX Malaysia","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-54ad6bee9a81a70213f65c375e5b19881b8d0b6b","LegalEntity","Bumi Klasik Warisan Enterprise","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-54bebce9b7dcbfaf1be5613f0a69bf1e3c1ef14a","LegalEntity","Overseas Commercial Futures (OCFX)","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-55c9a8ccf595c47751b396e85e7ac1f320e83ab0","LegalEntity","PPC Storm","","","","","","2014-04-04","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-55e8b6d519e2bef348f8c156e3453a16eb82ce61","LegalEntity","Myrezki","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-55fe26053426ae8ae327c74051d123df3fa76a5d","LegalEntity","Danatama Millennium Sdn Bhd (819082-U)","","","","","","2013-05-02","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-56493dfcd13253343aaf6f82e4f5af4104dec6f1","LegalEntity","Al Ihsan","","","","","","2024-01-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-56606d5dc45062d16ee4553aa37d20711b8c4290","LegalEntity","Alpari (Asian) Ltd","","","","","","2014-05-21","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5799c14f20bb94d78f93c7e5eac39f6c31220e19","LegalEntity","Khaira Sakinah Resources (CT0018249-R)","","","","","","2014-10-20","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-57dc4f29e60b91a1cac8f3cd34468eda474db1cf","LegalEntity","XFOX Market Trust (003280046 - H)","","","","","","2023-06-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-582847f04e7b05266a10c5b1fede2b1822145a08","LegalEntity","Public Golden House Sdn Bhd (806825-M)","","","","","","2014-02-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-58f25091bdf2a825461502e177da5bbdc8b645d4","LegalEntity","BC Bullion Sdn Bhd","","","","","","2017-05-17","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-598708dbd8b062dda8fbea168b8dcfee9b3f4551","LegalEntity","Mesra Capital Group","","","","","","2020-09-18","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-59e300b6f59b874ff79d688d9a82c4c91850c785","LegalEntity","Degold Empire Sdn Bhd (882335-M)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5abdc9ccad52d993336da76d5305736cce524102","LegalEntity","CGF Fine Metal Sdn Bhd","","","","","","2012-09-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5af4a82bda97bb16c744c47c76e4e597babd711a","LegalEntity","Asset Growth Solution Enterprise (002552148 - K)","","","","","","2017-09-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5b0dd17003d8024ea56428869c2c835cb53cbfed","LegalEntity","Mama Captain International","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5b47270511995f4dd464ee3e7246c8b76b88a03e","LegalEntity","Dinar Dirham Global","","","","","","2017-01-09","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5c2543073c05de7ba9ea863adb9419537806f895","LegalEntity","Fari Group Global Resources (SA0319984-M)","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5c3e62dbb3be0e1849354dda54e81ffed6c50cc8","LegalEntity","Isothree Gold Sdn Bhd (906561-K)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5c6f16f9ed572bae9c6af99b57f4b8902c82cc0d","LegalEntity","Wahed Trader Team Investment Wahed Investment Trader (Not related to Wahed Technologies Sdn Bhd licensed under Securities Commission Malaysia)","","","","","","2024-04-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-10-02T20:56:06"
"my-ale-5e820c93fa8fba37e9b616fcc04a9f38f6d571ad","LegalEntity","Fincorp","","","","","","2020-09-18","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5eaeddf5c55d3df6889636ca514a705d6a6099e4","LegalEntity","Perniagaan Jatidana Wawasan (M) Sdn Bhd","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5ef2e72b52a5721f6afeb08b51b019102d8c2699","LegalEntity","Global Tijari Industries Sdn Bhd","","","","","","2017-07-31","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-5f3b69e2b8f42664b2b0ab311b7f9c223b1bc54f","LegalEntity","IGC Diamond","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6072d835ef2e21057fe87f1c145392fa641db6f8","LegalEntity","Megaherbs Bioextreme (001946380-K)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-60b9a6a30cb6bff8064320e221b90526e721b268","LegalEntity","Ezey Marketing","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-60bae237f9b2962a820e8518e089badbef007823","LegalEntity","Globamas Trading","","","","","","2018-02-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-610b9af6c703477a182fd7b78e33eb937ff4a50e","LegalEntity","Global Peace Loving Family","","","","","","2012-09-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-613dc1bbdd76ccab095caed57d4a178173818d60","LegalEntity","Orion Healthcare Management Services Sdn Bhd","","","","","","2015-04-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-63f7dbed3d5b2a5593daccb4f82f722054b8c608","LegalEntity","Asas Seroja Sdn Bhd (357014A)","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-649164dcd96dbc15b3906de7c89ba2f38d091adc","LegalEntity","Amal Trust (002848059 - U)","","","","","","2020-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-65f0700a9d45504e8225b4a6d30d552ae993e7bf","LegalEntity","Ocean Century International Limited","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-66312ab449f8d90f336297f772d69987dd8534b7","LegalEntity","Cryptotech Institution Community (CIC)","","","","","","2023-09-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-663fee0ff96ceaa20a0f70a7447471536f2c4406","LegalEntity","Global Venture Financing","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-66989fcc062dedab838fe2e80309e58e185c7da4","LegalEntity","Fruits LT Ventures Investment Scheme","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-66ac80047dcf8b943d87b693e94e44d1636dab08","LegalEntity","SGV Premier Plan Scheme","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-67e20d2b061511eb430dd25e3539023974f48917","LegalEntity","Mohamad World Enterprise","","","","","","2015-04-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-68873c09c173d416fab1017677e6d48c84b9e392","LegalEntity","Dynasty Worldwide Sdn Bhd (800311-D)","","","","","","2013-09-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-69286245f40a2b83e655a06236aed6726bb42ab0","LegalEntity","Lestari2U","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-69930b08b42617a302811c307978deaecea74bf8","LegalEntity","Pertubuhan Kebajikan Komuniti Malaysia (PKKM)","","","","","","2017-02-24","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6a1191ec4d78509f80caaa9d801f81e3493aa59e","LegalEntity","World Trade Center Investment Ltd","","","","","","2020-09-18","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6bdee538d6752d05b9682216c64afacd01e82992","LegalEntity","Century Dynasty Group LTD","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6c8e7e130143030b6bff44c03e3be096e6793fa8","LegalEntity","Srgold Exchange Bhd (1033164-V)","","","","","","2013-11-12","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6cc26a7c8bc6d76d383e561e4b2f52daeb23e4d0","LegalEntity","D'eet Investment Scheme","","","","","","2022-09-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6d02f08c5e0df55bce69bcda539f3a45de5d8a3b","LegalEntity","Rejabwealth Sdn Bhd (1005424-X)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
